id_log,id_produk,id_seller,tanggal,jenis_perubahan,jumlah,stok_sebelum,stok_sesudah,alasan
L002896,P018,U004,2026-05-22,Restock,80,3035,3115,Pembelian supplier
L005000,P014,U003,2026-05-22,Restock,3,1394,1397,Pembelian supplier
L000178,P011,U003,2026-05-22,Restock,31,2123,2154,Pembelian supplier
L004678,P016,U004,2026-05-22,Penjualan,69,3091,3022,Produk terjual
L002835,P011,U003,2026-05-22,Restock,51,2508,2559,Pembelian supplier
L005357,P016,U004,2026-05-23,Restock,78,2987,3065,Pembelian supplier
L002629,P016,U004,2026-05-23,Restock,29,2194,2223,Pembelian supplier
L004392,P015,U003,2026-05-23,Barang Rusak,21,2032,2011,Kerusakan barang
L000690,P002,U001,2026-05-23,Penjualan,10,668,658,Produk terjual
L001045,P028,U006,2026-05-23,Penjualan,10,2188,2178,Produk terjual
L003587,P003,U001,2026-05-23,Barang Rusak,52,2044,1992,Kerusakan barang
L004026,P010,U002,2026-05-23,Penjualan,44,467,423,Produk terjual
L005186,P021,U005,2026-05-23,Penjualan,72,2712,2640,Produk terjual
L003203,P012,U003,2026-05-23,Penjualan,5,3886,3881,Produk terjual
L000470,P014,U003,2026-05-24,Penjualan,49,759,710,Produk terjual
L004829,P021,U005,2026-05-24,Restock,48,2543,2591,Pembelian supplier
L002285,P004,U001,2026-05-24,Restock,22,683,705,Pembelian supplier
L003218,P010,U002,2026-05-24,Restock,19,428,447,Pembelian supplier
L002046,P007,U002,2026-05-24,Restock,27,3357,3384,Pembelian supplier
L005768,P025,U005,2026-05-25,Restock,30,3058,3088,Pembelian supplier
L000158,P015,U003,2026-05-25,Restock,61,1591,1652,Pembelian supplier
L004752,P010,U002,2026-05-25,Barang Rusak,12,761,749,Kerusakan barang
L000600,P027,U006,2026-05-25,Restock,35,1721,1756,Pembelian supplier
L004508,P018,U004,2026-05-26,Kadaluarsa,13,3391,3378,Melewati masa jual
L003769,P017,U004,2026-05-26,Restock,56,3458,3514,Pembelian supplier
L003023,P019,U004,2026-05-26,Barang Rusak,77,4917,4840,Kerusakan barang
L005091,P016,U004,2026-05-26,Restock,29,2970,2999,Pembelian supplier
L000347,P005,U001,2026-05-26,Restock,3,2233,2236,Pembelian supplier
L002893,P025,U005,2026-05-26,Restock,9,1836,1845,Pembelian supplier
L000881,P030,U006,2026-05-26,Restock,53,1689,1742,Pembelian supplier
L001300,P023,U005,2026-05-27,Restock,50,2957,3007,Pembelian supplier
L001419,P029,U006,2026-05-27,Restock,56,3238,3294,Pembelian supplier
L005358,P030,U006,2026-05-27,Restock,59,3803,3862,Pembelian supplier
L000286,P013,U003,2026-05-27,Restock,20,629,649,Pembelian supplier
L005282,P014,U003,2026-05-27,Restock,5,1310,1315,Pembelian supplier
L000933,P024,U005,2026-05-27,Restock,10,1135,1145,Pembelian supplier
L002227,P028,U006,2026-05-27,Barang Rusak,57,2477,2420,Kerusakan barang
L005500,P030,U006,2026-05-27,Restock,27,4043,4070,Pembelian supplier
L002155,P030,U006,2026-05-27,Restock,53,2252,2305,Pembelian supplier
L002277,P005,U001,2026-05-27,Penyesuaian,18,3178,3160,Audit stok
L003727,P017,U004,2026-05-28,Barang Rusak,39,3447,3408,Kerusakan barang
L000924,P019,U004,2026-05-28,Penjualan,57,3837,3780,Produk terjual
L001401,P019,U004,2026-05-28,Restock,80,3930,4010,Pembelian supplier
L002079,P011,U003,2026-05-28,Penyesuaian,28,2292,2264,Audit stok
L005170,P024,U005,2026-05-28,Barang Rusak,46,2147,2101,Kerusakan barang
L001059,P024,U005,2026-05-29,Restock,29,1342,1371,Pembelian supplier
L004476,P003,U001,2026-05-29,Restock,36,2493,2529,Pembelian supplier
L002701,P023,U005,2026-05-29,Barang Rusak,4,3589,3585,Kerusakan barang
L002007,P007,U002,2026-05-29,Restock,47,3319,3366,Pembelian supplier
L003232,P017,U004,2026-05-29,Restock,45,2967,3012,Pembelian supplier
L002662,P013,U003,2026-05-29,Restock,50,971,1021,Pembelian supplier
L001090,P029,U006,2026-05-29,Penjualan,67,3192,3125,Produk terjual
L001072,P002,U001,2026-05-30,Restock,62,923,985,Pembelian supplier
L001544,P005,U001,2026-05-30,Restock,62,2918,2980,Pembelian supplier
L002147,P029,U006,2026-05-30,Penyesuaian,32,3258,3226,Audit stok
L005039,P022,U005,2026-05-30,Restock,5,3667,3672,Pembelian supplier
L005133,P006,U002,2026-05-30,Restock,68,3444,3512,Pembelian supplier
L000128,P020,U004,2026-05-30,Barang Rusak,4,1126,1122,Kerusakan barang
L003204,P026,U006,2026-05-30,Restock,24,3235,3259,Pembelian supplier
L005482,P007,U002,2026-05-30,Restock,36,3584,3620,Pembelian supplier
L004454,P030,U006,2026-05-31,Restock,60,3000,3060,Pembelian supplier
L002959,P020,U004,2026-05-31,Penyesuaian,56,1434,1378,Audit stok
L001574,P020,U004,2026-05-31,Penjualan,57,1377,1320,Produk terjual
L002316,P006,U002,2026-05-31,Restock,25,2132,2157,Pembelian supplier
L000051,P006,U002,2026-05-31,Restock,1,1174,1175,Pembelian supplier
L000387,P023,U005,2026-05-31,Restock,25,3086,3111,Pembelian supplier
L000944,P023,U005,2026-05-31,Penyesuaian,58,3031,2973,Audit stok
L003037,P010,U002,2026-05-31,Restock,46,318,364,Pembelian supplier
L000196,P011,U003,2026-06-01,Restock,43,2115,2158,Pembelian supplier
L002691,P025,U005,2026-06-01,Restock,46,1975,2021,Pembelian supplier
L000463,P023,U005,2026-06-01,Barang Rusak,75,3158,3083,Kerusakan barang
L002457,P008,U002,2026-06-01,Restock,41,1976,2017,Pembelian supplier
L001388,P004,U001,2026-06-01,Restock,77,430,507,Pembelian supplier
L003306,P029,U006,2026-06-01,Restock,61,4030,4091,Pembelian supplier
L000839,P006,U002,2026-06-01,Restock,43,1415,1458,Pembelian supplier
L000290,P011,U003,2026-06-01,Restock,46,2244,2290,Pembelian supplier
L005346,P001,U001,2026-06-01,Penjualan,66,3439,3373,Produk terjual
L004958,P029,U006,2026-06-02,Restock,52,4635,4687,Pembelian supplier
L002792,P010,U002,2026-06-02,Restock,38,236,274,Pembelian supplier
L001195,P025,U005,2026-06-02,Restock,48,1896,1944,Pembelian supplier
L003874,P027,U006,2026-06-02,Penjualan,38,1814,1776,Produk terjual
L003387,P007,U002,2026-06-02,Barang Rusak,46,3417,3371,Kerusakan barang
L003400,P010,U002,2026-06-02,Restock,20,420,440,Pembelian supplier
L000592,P028,U006,2026-06-03,Restock,14,1960,1974,Pembelian supplier
L005566,P014,U003,2026-06-03,Restock,40,1502,1542,Pembelian supplier
L001357,P014,U003,2026-06-03,Penjualan,5,531,526,Produk terjual
L001340,P005,U001,2026-06-03,Restock,38,2823,2861,Pembelian supplier
L002588,P007,U002,2026-06-03,Penjualan,36,3391,3355,Produk terjual
L002644,P006,U002,2026-06-04,Penjualan,67,2336,2269,Produk terjual
L003178,P029,U006,2026-06-04,Restock,36,3865,3901,Pembelian supplier
L004054,P010,U002,2026-06-04,Penyesuaian,74,423,349,Audit stok
L000682,P002,U001,2026-06-04,Penyesuaian,17,685,668,Audit stok
L000281,P020,U004,2026-06-04,Restock,59,1231,1290,Pembelian supplier
L000446,P019,U004,2026-06-04,Restock,69,3468,3537,Pembelian supplier
L002309,P016,U004,2026-06-04,Penjualan,62,2231,2169,Produk terjual
L000129,P002,U001,2026-06-05,Penjualan,24,1003,979,Produk terjual
L003625,P026,U006,2026-06-05,Restock,8,3469,3477,Pembelian supplier
L005573,P010,U002,2026-06-06,Restock,48,756,804,Pembelian supplier
L003690,P007,U002,2026-06-06,Restock,41,3351,3392,Pembelian supplier
L004180,P019,U004,2026-06-06,Restock,7,5461,5468,Pembelian supplier
L001873,P009,U002,2026-06-06,Barang Rusak,27,3340,3313,Kerusakan barang
L005611,P017,U004,2026-06-06,Restock,79,4125,4204,Pembelian supplier
L002500,P002,U001,2026-06-06,Barang Rusak,50,1839,1789,Kerusakan barang
L002224,P007,U002,2026-06-06,Restock,16,3241,3257,Pembelian supplier
L003640,P016,U004,2026-06-07,Restock,9,2457,2466,Pembelian supplier
L004580,P004,U001,2026-06-07,Restock,76,1341,1417,Pembelian supplier
L004515,P028,U006,2026-06-07,Restock,12,3558,3570,Pembelian supplier
L002593,P009,U002,2026-06-07,Restock,13,3636,3649,Pembelian supplier
L003579,P027,U006,2026-06-07,Penjualan,45,2094,2049,Produk terjual
L004129,P010,U002,2026-06-08,Retur Supplier,19,513,532,Pengembalian supplier
L000635,P007,U002,2026-06-08,Restock,56,2631,2687,Pembelian supplier
L001060,P017,U004,2026-06-08,Penjualan,24,1596,1572,Produk terjual
L003765,P021,U005,2026-06-08,Retur Supplier,41,1945,1986,Pengembalian supplier
L005606,P010,U002,2026-06-08,Restock,21,804,825,Pembelian supplier
L001893,P015,U003,2026-06-08,Restock,76,1482,1558,Pembelian supplier
L002832,P023,U005,2026-06-08,Restock,29,3568,3597,Pembelian supplier
L005319,P015,U003,2026-06-08,Restock,65,2262,2327,Pembelian supplier
L002865,P028,U006,2026-06-08,Retur Supplier,70,3122,3192,Pengembalian supplier
L000393,P005,U001,2026-06-09,Restock,70,2233,2303,Pembelian supplier
L001057,P010,U002,2026-06-09,Penjualan,3,398,395,Produk terjual
L002625,P003,U001,2026-06-09,Barang Rusak,1,1527,1526,Kerusakan barang
L004389,P020,U004,2026-06-09,Restock,55,2174,2229,Pembelian supplier
L000357,P015,U003,2026-06-09,Penjualan,60,1561,1501,Produk terjual
L001675,P001,U001,2026-06-09,Restock,58,2469,2527,Pembelian supplier
L001550,P007,U002,2026-06-09,Restock,60,2995,3055,Pembelian supplier
L004078,P024,U005,2026-06-09,Restock,19,2391,2410,Pembelian supplier
L002234,P006,U002,2026-06-09,Restock,72,2121,2193,Pembelian supplier
L003583,P008,U002,2026-06-10,Restock,70,1984,2054,Pembelian supplier
L001271,P025,U005,2026-06-10,Penyesuaian,19,2108,2089,Audit stok
L002027,P024,U005,2026-06-10,Penjualan,35,1946,1911,Produk terjual
L000787,P030,U006,2026-06-10,Restock,44,1555,1599,Pembelian supplier
L003388,P009,U002,2026-06-10,Restock,59,3984,4043,Pembelian supplier
L001081,P022,U005,2026-06-10,Restock,72,2533,2605,Pembelian supplier
L005308,P023,U005,2026-06-10,Restock,17,3381,3398,Pembelian supplier
L002493,P026,U006,2026-06-10,Restock,29,2778,2807,Pembelian supplier
L004871,P030,U006,2026-06-10,Restock,5,3529,3534,Pembelian supplier
L004074,P010,U002,2026-06-10,Retur Supplier,46,381,427,Pengembalian supplier
L001715,P007,U002,2026-06-10,Restock,20,3102,3122,Pembelian supplier
L002294,P004,U001,2026-06-10,Restock,11,705,716,Pembelian supplier
L000044,P003,U001,2026-06-10,Restock,53,839,892,Pembelian supplier
L003776,P013,U003,2026-06-10,Kadaluarsa,74,342,268,Melewati masa jual
L001080,P027,U006,2026-06-11,Restock,71,1812,1883,Pembelian supplier
L000249,P030,U006,2026-06-11,Restock,12,1346,1358,Pembelian supplier
L001082,P023,U005,2026-06-11,Restock,74,2988,3062,Pembelian supplier
L003679,P007,U002,2026-06-11,Restock,59,3292,3351,Pembelian supplier
L003342,P011,U003,2026-06-12,Restock,13,2553,2566,Pembelian supplier
L000288,P001,U001,2026-06-12,Retur Supplier,48,1565,1613,Pengembalian supplier
L005687,P024,U005,2026-06-12,Restock,78,2056,2134,Pembelian supplier
L000115,P022,U005,2026-06-12,Restock,57,2428,2485,Pembelian supplier
L000223,P026,U006,2026-06-12,Restock,69,1810,1879,Pembelian supplier
L001788,P011,U003,2026-06-12,Restock,48,2308,2356,Pembelian supplier
L002158,P028,U006,2026-06-12,Restock,22,2455,2477,Pembelian supplier
L005982,P002,U001,2026-06-12,Restock,79,2677,2756,Pembelian supplier
L005484,P028,U006,2026-06-13,Restock,14,4010,4024,Pembelian supplier
L002960,P029,U006,2026-06-13,Restock,33,3835,3868,Pembelian supplier
L005002,P030,U006,2026-06-13,Restock,22,3581,3603,Pembelian supplier
L004393,P006,U002,2026-06-13,Restock,28,2852,2880,Pembelian supplier
L004032,P006,U002,2026-06-13,Restock,3,2907,2910,Pembelian supplier
L005753,P007,U002,2026-06-13,Restock,42,3510,3552,Pembelian supplier
L004254,P019,U004,2026-06-14,Penjualan,65,5507,5442,Produk terjual
L004766,P019,U004,2026-06-14,Restock,65,5759,5824,Pembelian supplier
L003871,P006,U002,2026-06-14,Kadaluarsa,67,2998,2931,Melewati masa jual
L005643,P010,U002,2026-06-14,Restock,75,849,924,Pembelian supplier
L003321,P012,U003,2026-06-14,Penjualan,67,3863,3796,Produk terjual
L000145,P003,U001,2026-06-15,Barang Rusak,59,948,889,Kerusakan barang
L002962,P028,U006,2026-06-15,Restock,30,3295,3325,Pembelian supplier
L002752,P006,U002,2026-06-15,Penjualan,11,2211,2200,Produk terjual
L002991,P029,U006,2026-06-16,Retur Supplier,7,3819,3826,Pengembalian supplier
L002876,P025,U005,2026-06-16,Penjualan,41,1932,1891,Produk terjual
L002146,P023,U005,2026-06-16,Penyesuaian,8,3662,3654,Audit stok
L005838,P004,U001,2026-06-17,Retur Supplier,47,1749,1796,Pengembalian supplier
L003177,P003,U001,2026-06-17,Restock,11,1745,1756,Pembelian supplier
L004616,P015,U003,2026-06-17,Restock,19,2070,2089,Pembelian supplier
L003152,P017,U004,2026-06-17,Retur Supplier,10,3051,3061,Pengembalian supplier
L004575,P027,U006,2026-06-17,Kadaluarsa,24,1484,1460,Melewati masa jual
L000188,P028,U006,2026-06-17,Penjualan,70,2042,1972,Produk terjual
L000759,P011,U003,2026-06-17,Penjualan,76,1921,1845,Produk terjual
L002610,P015,U003,2026-06-17,Penyesuaian,3,1804,1801,Audit stok
L001203,P022,U005,2026-06-17,Penjualan,24,2585,2561,Produk terjual
L005666,P020,U004,2026-06-17,Penjualan,20,3084,3064,Produk terjual
L002262,P021,U005,2026-06-17,Penjualan,45,1313,1268,Produk terjual
L005199,P010,U002,2026-06-17,Penjualan,4,688,684,Produk terjual
L003380,P015,U003,2026-06-17,Restock,58,1897,1955,Pembelian supplier
L002826,P001,U001,2026-06-17,Penjualan,72,2928,2856,Produk terjual
L005670,P017,U004,2026-06-18,Restock,56,4196,4252,Pembelian supplier
L002175,P016,U004,2026-06-18,Restock,43,2073,2116,Pembelian supplier
L002362,P022,U005,2026-06-18,Barang Rusak,37,2719,2682,Kerusakan barang
L001608,P021,U005,2026-06-18,Restock,75,956,1031,Pembelian supplier
L004244,P016,U004,2026-06-18,Restock,58,2695,2753,Pembelian supplier
L000355,P018,U004,2026-06-18,Retur Supplier,58,2591,2649,Pengembalian supplier
L002989,P026,U006,2026-06-19,Restock,41,3103,3144,Pembelian supplier
L003478,P016,U004,2026-06-19,Penjualan,17,2523,2506,Produk terjual
L003273,P028,U006,2026-06-19,Restock,44,3324,3368,Pembelian supplier
L005799,P030,U006,2026-06-19,Restock,55,4132,4187,Pembelian supplier
L000715,P020,U004,2026-06-19,Restock,40,1480,1520,Pembelian supplier
L002611,P007,U002,2026-06-19,Barang Rusak,19,3355,3336,Kerusakan barang
L004463,P025,U005,2026-06-19,Penyesuaian,11,2483,2472,Audit stok
L001665,P029,U006,2026-06-19,Penjualan,36,3429,3393,Produk terjual
L003978,P010,U002,2026-06-19,Penjualan,72,539,467,Produk terjual
L003721,P028,U006,2026-06-19,Penjualan,53,3194,3141,Produk terjual
L002419,P029,U006,2026-06-19,Restock,7,3412,3419,Pembelian supplier
L004479,P011,U003,2026-06-19,Penjualan,78,2947,2869,Produk terjual
L000829,P002,U001,2026-06-19,Barang Rusak,19,667,648,Kerusakan barang
L004702,P025,U005,2026-06-20,Kadaluarsa,80,2522,2442,Melewati masa jual
L004153,P024,U005,2026-06-20,Penjualan,20,2277,2257,Produk terjual
L005817,P011,U003,2026-06-20,Restock,55,3010,3065,Pembelian supplier
L003265,P028,U006,2026-06-20,Penjualan,64,3331,3267,Produk terjual
L002075,P017,U004,2026-06-20,Restock,32,2215,2247,Pembelian supplier
L005514,P027,U006,2026-06-20,Retur Supplier,39,1833,1872,Pengembalian supplier
L005275,P013,U003,2026-06-20,Restock,60,630,690,Pembelian supplier
L000497,P029,U006,2026-06-20,Penjualan,42,2966,2924,Produk terjual
L003766,P004,U001,2026-06-20,Penjualan,20,1029,1009,Produk terjual
L005823,P013,U003,2026-06-21,Restock,50,977,1027,Pembelian supplier
L002521,P020,U004,2026-06-21,Penjualan,1,1350,1349,Produk terjual
L003059,P030,U006,2026-06-21,Penjualan,50,2308,2258,Produk terjual
L004384,P028,U006,2026-06-21,Penjualan,70,3562,3492,Produk terjual
L000669,P006,U002,2026-06-21,Restock,17,1399,1416,Pembelian supplier
L003140,P011,U003,2026-06-21,Restock,9,2450,2459,Pembelian supplier
L005009,P009,U002,2026-06-22,Penjualan,39,3931,3892,Produk terjual
L001631,P013,U003,2026-06-22,Restock,57,851,908,Pembelian supplier
L005781,P021,U005,2026-06-22,Restock,53,2630,2683,Pembelian supplier
L001823,P014,U003,2026-06-22,Restock,12,660,672,Pembelian supplier
L001845,P011,U003,2026-06-22,Kadaluarsa,62,2366,2304,Melewati masa jual
L005963,P014,U003,2026-06-22,Restock,63,1671,1734,Pembelian supplier
L003580,P026,U006,2026-06-22,Restock,59,3426,3485,Pembelian supplier
L002650,P022,U005,2026-06-23,Restock,20,2635,2655,Pembelian supplier
L004941,P027,U006,2026-06-23,Penjualan,38,1561,1523,Produk terjual
L001319,P012,U003,2026-06-23,Penyesuaian,16,3445,3429,Audit stok
L000260,P019,U004,2026-06-23,Restock,5,3195,3200,Pembelian supplier
L005624,P008,U002,2026-06-23,Restock,58,3561,3619,Pembelian supplier
L005681,P023,U005,2026-06-23,Restock,70,3336,3406,Pembelian supplier
L004978,P017,U004,2026-06-23,Barang Rusak,73,4009,3936,Kerusakan barang
L001529,P007,U002,2026-06-23,Restock,29,2966,2995,Pembelian supplier
L004409,P020,U004,2026-06-24,Penjualan,32,2242,2210,Produk terjual
L002714,P001,U001,2026-06-24,Penjualan,48,2972,2924,Produk terjual
L001014,P010,U002,2026-06-24,Restock,21,352,373,Pembelian supplier
L005010,P005,U001,2026-06-24,Penjualan,51,3684,3633,Produk terjual
L002717,P010,U002,2026-06-24,Penjualan,6,222,216,Produk terjual
L004014,P023,U005,2026-06-24,Restock,13,3349,3362,Pembelian supplier
L005218,P016,U004,2026-06-24,Restock,24,3018,3042,Pembelian supplier
L004796,P023,U005,2026-06-24,Restock,8,3409,3417,Pembelian supplier
L003979,P018,U004,2026-06-25,Restock,80,3486,3566,Pembelian supplier
L001211,P025,U005,2026-06-25,Restock,79,1944,2023,Pembelian supplier
L003138,P002,U001,2026-06-25,Restock,74,2125,2199,Pembelian supplier
L005436,P009,U002,2026-06-25,Restock,33,4192,4225,Pembelian supplier
L001105,P014,U003,2026-06-25,Restock,73,318,391,Pembelian supplier
L005977,P019,U004,2026-06-25,Penjualan,7,6404,6397,Produk terjual
L003893,P006,U002,2026-06-25,Restock,19,2931,2950,Pembelian supplier
L001429,P022,U005,2026-06-26,Penyesuaian,65,2806,2741,Audit stok
L002299,P004,U001,2026-06-26,Restock,18,716,734,Pembelian supplier
L005985,P023,U005,2026-06-26,Penjualan,21,3366,3345,Produk terjual
L000284,P008,U002,2026-06-26,Penjualan,52,1856,1804,Produk terjual
L003291,P019,U004,2026-06-26,Penjualan,76,4933,4857,Produk terjual
L004309,P030,U006,2026-06-27,Restock,13,2829,2842,Pembelian supplier
L004897,P004,U001,2026-06-27,Restock,70,1525,1595,Pembelian supplier
L003472,P024,U005,2026-06-27,Penjualan,21,2257,2236,Produk terjual
L005149,P026,U006,2026-06-27,Restock,14,3426,3440,Pembelian supplier
L000651,P016,U004,2026-06-27,Restock,2,1250,1252,Pembelian supplier
L001922,P006,U002,2026-06-28,Penjualan,41,1949,1908,Produk terjual
L002392,P030,U006,2026-06-28,Barang Rusak,43,2289,2246,Kerusakan barang
L000080,P017,U004,2026-06-28,Restock,23,1469,1492,Pembelian supplier
L001940,P018,U004,2026-06-28,Barang Rusak,22,2730,2708,Kerusakan barang
L005550,P012,U003,2026-06-29,Restock,22,4888,4910,Pembelian supplier
L002414,P023,U005,2026-06-29,Penyesuaian,30,3706,3676,Audit stok
L002726,P015,U003,2026-06-29,Penjualan,14,1902,1888,Produk terjual
L004956,P024,U005,2026-06-30,Penjualan,68,2496,2428,Produk terjual
L001425,P029,U006,2026-06-30,Penyesuaian,78,3294,3216,Audit stok
L003371,P001,U001,2026-06-30,Restock,78,2886,2964,Pembelian supplier
L002764,P026,U006,2026-06-30,Barang Rusak,55,2997,2942,Kerusakan barang
L003731,P006,U002,2026-06-30,Restock,19,2975,2994,Pembelian supplier
L004824,P012,U003,2026-06-30,Penjualan,26,4510,4484,Produk terjual
L000713,P014,U003,2026-06-30,Penyesuaian,31,544,513,Audit stok
L001601,P029,U006,2026-06-30,Restock,21,3342,3363,Pembelian supplier
L002652,P017,U004,2026-07-01,Restock,9,2696,2705,Pembelian supplier
L002319,P012,U003,2026-07-01,Restock,44,3735,3779,Pembelian supplier
L001426,P017,U004,2026-07-01,Penjualan,66,1936,1870,Produk terjual
L001896,P027,U006,2026-07-01,Restock,65,1861,1926,Pembelian supplier
L002773,P025,U005,2026-07-01,Barang Rusak,71,2034,1963,Kerusakan barang
L001067,P021,U005,2026-07-01,Restock,62,663,725,Pembelian supplier
L000538,P029,U006,2026-07-01,Restock,39,2994,3033,Pembelian supplier
L003918,P002,U001,2026-07-01,Restock,28,2336,2364,Pembelian supplier
L002586,P003,U001,2026-07-01,Restock,13,1514,1527,Pembelian supplier
L000966,P030,U006,2026-07-02,Restock,55,1640,1695,Pembelian supplier
L001252,P021,U005,2026-07-02,Restock,56,737,793,Pembelian supplier
L004355,P025,U005,2026-07-02,Penjualan,19,2309,2290,Produk terjual
L003912,P017,U004,2026-07-02,Restock,42,3514,3556,Pembelian supplier
L000376,P007,U002,2026-07-02,Kadaluarsa,11,2497,2486,Melewati masa jual
L001838,P029,U006,2026-07-02,Restock,64,3274,3338,Pembelian supplier
L005532,P026,U006,2026-07-03,Penjualan,56,3396,3340,Produk terjual
L002693,P019,U004,2026-07-03,Restock,73,4611,4684,Pembelian supplier
L003099,P001,U001,2026-07-03,Penjualan,26,2872,2846,Produk terjual
L002891,P012,U003,2026-07-03,Restock,13,3760,3773,Pembelian supplier
L004067,P002,U001,2026-07-03,Retur Supplier,28,2376,2404,Pengembalian supplier
L000202,P019,U004,2026-07-03,Retur Supplier,7,3189,3196,Pengembalian supplier
L002774,P030,U006,2026-07-03,Penyesuaian,16,2179,2163,Audit stok
L005999,P001,U001,2026-07-03,Restock,2,3761,3763,Pembelian supplier
L000947,P011,U003,2026-07-03,Restock,22,1889,1911,Pembelian supplier
L001753,P012,U003,2026-07-03,Restock,52,3466,3518,Pembelian supplier
L002517,P016,U004,2026-07-03,Restock,54,2162,2216,Pembelian supplier
L001866,P002,U001,2026-07-04,Retur Supplier,2,1391,1393,Pengembalian supplier
L005824,P003,U001,2026-07-04,Penjualan,73,2759,2686,Produk terjual
L002165,P020,U004,2026-07-04,Restock,22,1452,1474,Pembelian supplier
L005074,P015,U003,2026-07-04,Penjualan,26,2165,2139,Produk terjual
L000489,P007,U002,2026-07-04,Restock,51,2496,2547,Pembelian supplier
L000800,P027,U006,2026-07-04,Restock,64,1570,1634,Pembelian supplier
L003089,P016,U004,2026-07-04,Restock,65,2385,2450,Pembelian supplier
L001065,P027,U006,2026-07-04,Penjualan,13,1825,1812,Produk terjual
L005848,P024,U005,2026-07-04,Restock,76,2095,2171,Pembelian supplier
L001158,P017,U004,2026-07-04,Restock,68,1557,1625,Pembelian supplier
L005832,P001,U001,2026-07-05,Restock,72,3647,3719,Pembelian supplier
L003038,P010,U002,2026-07-05,Restock,41,364,405,Pembelian supplier
L000910,P014,U003,2026-07-05,Restock,21,435,456,Pembelian supplier
L000432,P020,U004,2026-07-05,Restock,39,1276,1315,Pembelian supplier
L000378,P025,U005,2026-07-05,Restock,50,1548,1598,Pembelian supplier
L000667,P013,U003,2026-07-05,Restock,74,717,791,Pembelian supplier
L005937,P013,U003,2026-07-05,Restock,57,1172,1229,Pembelian supplier
L001370,P005,U001,2026-07-06,Restock,62,2861,2923,Pembelian supplier
L002770,P025,U005,2026-07-06,Penyesuaian,45,2079,2034,Audit stok
L002810,P022,U005,2026-07-06,Restock,77,2742,2819,Pembelian supplier
L005229,P027,U006,2026-07-06,Restock,60,1454,1514,Pembelian supplier
L005603,P008,U002,2026-07-06,Retur Supplier,27,3534,3561,Pengembalian supplier
L002396,P030,U006,2026-07-06,Penjualan,29,2246,2217,Produk terjual
L000769,P007,U002,2026-07-07,Barang Rusak,68,2864,2796,Kerusakan barang
L004591,P018,U004,2026-07-07,Penyesuaian,4,3492,3488,Audit stok
L003183,P007,U002,2026-07-07,Restock,67,3198,3265,Pembelian supplier
L005175,P006,U002,2026-07-07,Restock,70,3522,3592,Pembelian supplier
L003617,P026,U006,2026-07-07,Restock,12,3457,3469,Pembelian supplier
L001138,P016,U004,2026-07-07,Penjualan,43,1577,1534,Produk terjual
L005191,P006,U002,2026-07-07,Restock,69,3592,3661,Pembelian supplier
L001943,P023,U005,2026-07-08,Restock,21,3394,3415,Pembelian supplier
L000291,P026,U006,2026-07-08,Restock,77,1917,1994,Pembelian supplier
L004537,P011,U003,2026-07-08,Kadaluarsa,18,2810,2792,Melewati masa jual
L004077,P016,U004,2026-07-08,Restock,2,2595,2597,Pembelian supplier
L002669,P015,U003,2026-07-08,Restock,66,1837,1903,Pembelian supplier
L002666,P001,U001,2026-07-08,Restock,18,2949,2967,Pembelian supplier
L001094,P025,U005,2026-07-08,Penyesuaian,30,1794,1764,Audit stok
L001003,P019,U004,2026-07-08,Penjualan,41,3813,3772,Produk terjual
L001602,P029,U006,2026-07-09,Restock,76,3363,3439,Pembelian supplier
L001407,P002,U001,2026-07-09,Restock,52,1259,1311,Pembelian supplier
L004532,P020,U004,2026-07-09,Penjualan,72,2398,2326,Produk terjual
L002946,P017,U004,2026-07-09,Restock,75,2696,2771,Pembelian supplier
L000305,P029,U006,2026-07-09,Penjualan,57,3188,3131,Produk terjual
L001146,P020,U004,2026-07-09,Penjualan,52,1364,1312,Produk terjual
L000998,P026,U006,2026-07-09,Restock,69,2083,2152,Pembelian supplier
L003937,P006,U002,2026-07-09,Restock,21,2970,2991,Pembelian supplier
L002208,P017,U004,2026-07-09,Penjualan,38,2459,2421,Produk terjual
L002914,P027,U006,2026-07-09,Penjualan,72,1932,1860,Produk terjual
L004396,P021,U005,2026-07-09,Restock,43,2371,2414,Pembelian supplier
L003051,P022,U005,2026-07-09,Restock,59,2827,2886,Pembelian supplier
L001738,P018,U004,2026-07-09,Retur Supplier,53,2906,2959,Pengembalian supplier
L003909,P028,U006,2026-07-10,Penyesuaian,35,3268,3233,Audit stok
L000097,P009,U002,2026-07-10,Kadaluarsa,23,2776,2753,Melewati masa jual
L000960,P023,U005,2026-07-10,Penyesuaian,71,3017,2946,Audit stok
L004436,P018,U004,2026-07-10,Penjualan,78,3469,3391,Produk terjual
L002527,P015,U003,2026-07-10,Barang Rusak,38,1724,1686,Kerusakan barang
L004837,P013,U003,2026-07-11,Restock,40,538,578,Pembelian supplier
L000396,P027,U006,2026-07-11,Penyesuaian,57,1733,1676,Audit stok
L005129,P026,U006,2026-07-11,Penjualan,8,3434,3426,Produk terjual
L000273,P010,U002,2026-07-11,Restock,9,817,826,Pembelian supplier
L005078,P006,U002,2026-07-11,Restock,26,3459,3485,Pembelian supplier
L003456,P001,U001,2026-07-11,Retur Supplier,12,2884,2896,Pengembalian supplier
L001382,P021,U005,2026-07-12,Restock,70,946,1016,Pembelian supplier
